a3_x,b3_y,c3_z
-0.0007324,0.001129,-0.002563
-0.000977,0.0009155,-0.002441
-0.00119,0.000702,-0.002228
-0.001434,0.0004272,-0.001862
-0.001648,9.155e-05,-0.001495
-0.001801,-0.0002136,-0.001129
-0.002045,-0.0005493,-0.000763
-0.002258,-0.000946,-0.0003357
-0.00241,-0.001343,3.05e-05
-0.002594,-0.001648,0.0004578
-0.002777,-0.002106,0.000946
-0.002869,-0.002533,0.001282
-0.00293,-0.00296,0.00177
-0.003021,-0.003387,0.002167
-0.003082,-0.003754,0.002441
-0.003174,-0.00415,0.002777
-0.003235,-0.004456,0.00296
-0.003326,-0.00464,0.003082
-0.003448,-0.00479,0.003265
-0.00357,-0.004883,0.003326
-0.003693,-0.004974,0.003357
-0.003845,-0.005035,0.00351
-0.003998,-0.005005,0.00354
-0.00421,-0.005035,0.00357
-0.004364,-0.005066,0.00354
-0.004456,-0.005005,0.003601
-0.004517,-0.004944,0.00351
-0.004547,-0.004852,0.003418
-0.00461,-0.00473,0.003326
-0.004578,-0.00464,0.003204
-0.004517,-0.004578,0.003113
-0.004517,-0.004486,0.003052
-0.004395,-0.004456,0.00299
-0.004364,-0.004486,0.0029
-0.004364,-0.004425,0.002808
-0.004364,-0.004425,0.002716
-0.004364,-0.004486,0.002472
-0.004333,-0.004547,0.00235
-0.004425,-0.00461,0.002197
-0.004456,-0.00461,0.002045
-0.004517,-0.004517,0.001923
-0.004547,-0.004486,0.001862
-0.00461,-0.004364,0.001801
-0.004578,-0.004242,0.00177
-0.004425,-0.00412,0.001801
-0.004333,-0.00403,0.001831
-0.00415,-0.003998,0.001801
-0.00403,-0.003784,0.001831
-0.003876,-0.00357,0.001953
-0.003662,-0.003418,0.001953
-0.00351,-0.003357,0.002045
-0.003418,-0.003265,0.002045
-0.003357,-0.003296,0.002075
-0.003357,-0.003357,0.002136
-0.003357,-0.003296,0.002106
-0.003357,-0.003326,0.002197
-0.003357,-0.003326,0.002197
-0.003418,-0.003235,0.002045
-0.00351,-0.003235,0.001984
-0.003601,-0.003082,0.001801
-0.003632,-0.003082,0.001648
-0.003693,-0.00296,0.001556
-0.003754,-0.002869,0.001495
-0.003723,-0.002838,0.001587
-0.003693,-0.002869,0.001617
-0.00357,-0.00299,0.001709
-0.00351,-0.00299,0.00177
-0.003387,-0.003204,0.00177
-0.003235,-0.003265,0.001831
-0.003174,-0.00351,0.001892
-0.003113,-0.003693,0.001953
-0.003021,-0.003967,0.001953
-0.003021,-0.004272,0.002045
-0.00299,-0.004456,0.002136
-0.0029,-0.0047,0.002197
-0.002869,-0.004852,0.002197
-0.002869,-0.004974,0.002197
-0.002808,-0.004913,0.002106
-0.002838,-0.004944,0.001953
-0.002747,-0.00479,0.0017395
-0.002686,-0.00461,0.001465
-0.002655,-0.004517,0.001282
-0.002563,-0.004303,0.001007
-0.002441,-0.003967,0.0007935
-0.00235,-0.003662,0.00058
-0.002167,-0.003479,0.0003357
-0.001862,-0.003235,6.104e-05
-0.001617,-0.00299,-0.0002441
-0.001404,-0.002716,-0.0005493
-0.001221,-0.002502,-0.000763
-0.001007,-0.002197,-0.001129
-0.0007324,-0.002014,-0.001434
-0.00058,-0.001831,-0.0017395
-0.0003662,-0.001617,-0.001984
-0.0001526,-0.001434,-0.002228
3.05e-05,-0.001099,-0.002533
0.0001526,-0.000977,-0.002777
0.0002747,-0.000641,-0.003082
0.0003967,-0.0002747,-0.003265
0.0004883,-0.0001526,-0.003601
0.00058,0.0001526,-0.003784
0.0006714,0.0002747,-0.003967
0.000702,0.0003967,-0.003998
0.000824,0.0004883,-0.00406
0.000885,0.0005493,-0.00409
0.001007,0.0007324,-0.00403
0.001038,0.000641,-0.003967
0.00116,0.000885,-0.003815
0.00119,0.0009155,-0.003693
0.001221,0.0009155,-0.003601
0.001282,0.000977,-0.003418
0.001251,0.0009155,-0.003296
0.001343,0.0009155,-0.003113
0.001343,0.0008545,-0.003021
0.001434,0.0009155,-0.00299
0.001404,0.001038,-0.002838
0.001465,0.001007,-0.002808
0.001434,0.00119,-0.002716
0.001465,0.001373,-0.002686
0.001434,0.001495,-0.002655
0.001343,0.001556,-0.002594
0.001312,0.001648,-0.002625
0.001251,0.00177,-0.002655
0.001251,0.00177,-0.002747
0.001251,0.001831,-0.002716
0.001312,0.001923,-0.002777
0.001312,0.001953,-0.002808
0.001251,0.001862,-0.002747
0.001221,0.001862,-0.002777
0.001282,0.001862,-0.002747
0.00119,0.001862,-0.002747
0.00116,0.001862,-0.002777
0.001099,0.0017395,-0.002808
0.001007,0.001831,-0.002777
0.001007,0.001556,-0.002808
0.000977,0.001556,-0.002808
0.000885,0.001526,-0.002808
0.0008545,0.001373,-0.002686
0.000824,0.001434,-0.002625
0.000824,0.001343,-0.002563
0.0007324,0.001495,-0.00232
0.0006714,0.001556,-0.002167
0.000641,0.001465,-0.002014
0.0006104,0.001678,-0.001862
0.0006104,0.001465,-0.001709
0.000641,0.001312,-0.001648
0.000641,0.001312,-0.001526
0.00058,0.00116,-0.001465
0.00058,0.001251,-0.001434
0.0005493,0.00119,-0.001404
0.000519,0.001129,-0.001404
0.0004883,0.00119,-0.001373
0.0003967,0.001068,-0.001465
0.0003052,0.001099,-0.001587
0.0002136,0.001099,-0.0017395
0.0001526,0.00116,-0.001862
0.0,0.001221,-0.001892
-6.104e-05,0.001221,-0.001892
-0.0002441,0.00119,-0.001953
-0.0003052,0.00119,-0.002045
-0.0003662,0.001038,-0.002075
-0.000519,0.001038,-0.002136
-0.00058,0.000946,-0.002136
-0.000702,0.0008545,-0.002106
-0.0007324,0.000885,-0.001862
-0.0008545,0.0006104,-0.0017395
-0.000946,0.000641,-0.001526
-0.001038,0.0006104,-0.001312
-0.001129,0.0003662,-0.00119
-0.00119,0.0003052,-0.000885
-0.001282,3.05e-05,-0.00058
-0.001404,-0.0002136,-0.0004272
-0.001526,-0.000519,-0.0003662
-0.001587,-0.0007935,-0.0002747
-0.00177,-0.000946,-0.0003967
-0.001801,-0.001038,-0.0005493
-0.001923,-0.00119,-0.0006104
-0.002045,-0.001343,-0.000702
-0.002014,-0.001495,-0.000824
-0.002045,-0.001587,-0.0007935
-0.002014,-0.001831,-0.0007935
-0.002014,-0.001892,-0.0007324
-0.002045,-0.001923,-0.000763
-0.001984,-0.002136,-0.0006714
-0.002014,-0.002075,-0.0005493
-0.002014,-0.002045,-0.0004272
-0.001892,-0.001984,-0.0002136
-0.001892,-0.001892,0.0
-0.001709,-0.00177,0.0002747
-0.001709,-0.001648,0.0004272
-0.001678,-0.001495,0.0004883
-0.001678,-0.001312,0.0004272
-0.001648,-0.001251,0.0002747
-0.001617,-0.001038,3.05e-05
-0.001648,-0.001038,-0.0001526
-0.001617,-0.000946,-0.0003052
-0.001556,-0.000885,-0.0004272
-0.001495,-0.000824,-0.00058
-0.001526,-0.0007324,-0.0004578
-0.001495,-0.0006714,-0.0003967
-0.001495,-0.000641,-0.0003052
-0.001526,-0.000641,-9.155e-05
-0.001495,-0.000519,6.104e-05
-0.001495,-0.0005493,0.0001831
-0.001465,-0.0005493,0.0002441
-0.001434,-0.0004272,0.0003967
-0.001373,-0.000519,0.000519
-0.001343,-0.0004578,0.000702
-0.001221,-0.0003357,0.0008545
-0.001221,-0.0002136,0.0009155
-0.001221,-9.155e-05,0.0009155
-0.00116,-6.104e-05,0.000824
-0.00116,-3.05e-05,0.000702
-0.001129,3.05e-05,0.0006104
-0.001129,0.0001221,0.0004272
-0.001099,-6.104e-05,0.0003357
-0.001038,0.0,0.0002136
-0.001038,0.0,0.0003052
-0.001007,-0.0001221,0.0003967
-0.001007,-0.0001831,0.0004272
-0.001099,-9.155e-05,0.00058
-0.001038,-0.0001526,0.00058
-0.001007,-0.0001526,0.00058
-0.001007,0.0,0.0003967
-0.000946,-3.05e-05,0.0002747
-0.0009155,3.05e-05,6.104e-05
-0.0009155,3.05e-05,-0.0001831
-0.000885,9.155e-05,-0.0003662
-0.0009155,0.0002441,-0.0005493
-0.000946,0.0001526,-0.0007324
-0.000977,0.0002136,-0.000885
-0.000946,0.0002747,-0.001007
-0.000946,0.0003662,-0.001129
-0.001007,0.0003052,-0.001282
-0.000946,0.0003662,-0.001343
-0.000885,0.0004272,-0.001404
-0.000885,0.0003052,-0.001404
-0.0008545,6.104e-05,-0.001312
-0.000885,0.0,-0.001251
-0.000824,0.0,-0.001038
-0.000763,-0.0001831,-0.000946
-0.0006714,-0.0003357,-0.000702
-0.00058,-0.0002136,-0.000519
-0.000519,-0.0001221,-0.0004578
-0.0003662,-0.0002136,-0.0003662
-0.0003357,-0.0002441,-0.0003357
-0.0002747,-0.0002136,-0.0003052
-6.104e-05,-0.0003357,-0.0003052
-6.104e-05,-0.0004578,-0.0003052
9.155e-05,-0.0004272,-0.0002441
6.104e-05,-0.000519,-0.0001221
0.0001831,-0.0003967,-3.05e-05
0.0002441,-0.0003967,6.104e-05
0.0002747,-0.0003357,0.0001526
0.0003662,-0.0002441,0.0001526
0.0004272,-0.0003357,0.0001221
0.0005493,-0.0003052,0.0001526
0.000641,-0.0002441,0.0001221
0.000763,-0.0001221,0.0001526
0.000824,-0.0002136,0.0001526
0.0009155,3.05e-05,0.0001831
0.001007,0.0002136,0.0001831
0.000977,6.104e-05,0.0001831
0.001068,0.0001526,0.0001831
0.001099,0.0001526,0.0001526
0.00119,3.05e-05,0.0002136
0.00116,0.0001526,0.0001831
0.001312,9.155e-05,0.0001831
0.001343,0.0002747,0.0003052
0.001343,0.0003662,0.0003052
0.001434,0.0002747,0.0004272
0.001495,0.0005493,0.0006104
0.001587,0.0004578,0.000763
0.001556,0.0005493,0.0009155
0.001617,0.0004883,0.001007
0.001617,0.0004883,0.001099
0.001648,0.0006104,0.00119
0.001678,0.0006104,0.00119
0.001617,0.000702,0.001282
0.0017395,0.0006714,0.001282
0.001709,0.000702,0.001434
0.0017395,0.00058,0.001373
0.001709,0.000641,0.001373
0.001678,0.0007935,0.001343
0.001556,0.0007324,0.001343
0.001556,0.000885,0.001221
0.001648,0.001038,0.001068
0.001617,0.001129,0.001068
0.001709,0.001129,0.0009155
0.001709,0.001221,0.000824
0.001801,0.00119,0.0007935
0.001831,0.001282,0.000702
0.001831,0.001404,0.000641
0.001953,0.001495,0.0007324
0.001923,0.001678,0.0007324
0.002045,0.001801,0.000702
0.002136,0.001892,0.0007324
0.002197,0.001984,0.0007324
0.002289,0.001892,0.000763
0.00232,0.001862,0.000885
0.00235,0.001831,0.0008545
0.00235,0.001862,0.000885
0.00232,0.001801,0.001007
0.002289,0.001648,0.001129
0.002228,0.001862,0.001221
0.002167,0.00177,0.001282
0.002136,0.001709,0.001373
0.002136,0.00177,0.001465
0.002014,0.001923,0.001526
0.001923,0.001953,0.001495
0.001831,0.001801,0.001617
0.001801,0.002014,0.001617
0.00177,0.002075,0.001648
0.001617,0.002014,0.001678
0.001678,0.002106,0.001709
0.001648,0.002167,0.001678
0.001709,0.002197,0.001648
0.0017395,0.002136,0.001648
0.0017395,0.002167,0.001587
0.00177,0.00238,0.001648
0.00177,0.00238,0.001648
0.001862,0.002258,0.001556
0.001862,0.00232,0.001465
0.001862,0.002472,0.001282
0.001923,0.002441,0.001068
0.001923,0.002563,0.0007935
0.001862,0.002838,0.00058
0.001892,0.00296,0.0003357
0.001801,0.002838,0.0002136
0.001648,0.00293,6.104e-05
0.001648,0.00296,-6.104e-05
0.001556,0.002716,-0.0001221
0.001465,0.002563,-0.0002136
0.001282,0.00232,-0.0002747
0.00116,0.002228,-0.0003357
0.001068,0.001892,-0.0003662
0.000977,0.001678,-0.0004272
0.000885,0.001617,-0.0004272
0.0007935,0.001282,-0.0003967
0.0007324,0.001129,-0.0005493
0.000702,0.0009155,-0.00058
0.0006104,0.0009155,-0.000641
0.0004883,0.0006714,-0.000824
0.0004578,0.000641,-0.000946
0.0003052,0.000763,-0.0009155
0.0003052,0.0007935,-0.001007
0.0002747,0.000885,-0.000977
0.0002136,0.000824,-0.000946
0.0001831,0.001007,-0.0009155
9.155e-05,0.000977,-0.0008545
0.0001221,0.0009155,-0.0007324
6.104e-05,0.001007,-0.0006714
3.05e-05,0.000946,-0.0006104
-6.104e-05,0.000885,-0.0004883
-6.104e-05,0.000885,-0.0004578
-0.0001221,0.000946,-0.0004578
-0.0002747,0.0007324,-0.0004883
-0.0003052,0.000641,-0.0004578
-0.0003967,0.0004578,-0.0005493
-0.0004883,0.0003052,-0.0006104
-0.0004883,0.0001221,-0.000702
-0.000641,-0.0001221,-0.000824
-0.000763,-0.0002136,-0.000824
-0.000885,-0.0003967,-0.000885
-0.001038,-0.0005493,-0.000946
-0.001007,-0.0006104,-0.000977
-0.001099,-0.000641,-0.0009155
-0.001129,-0.0006714,-0.0009155
-0.00119,-0.0007324,-0.0007935
-0.001251,-0.0007324,-0.000641
-0.001312,-0.0007324,-0.0004883
-0.001434,-0.000885,-0.0003662
-0.001404,-0.000946,-0.0002441
-0.001343,-0.001007,-9.155e-05
-0.001526,-0.001007,-3.05e-05
-0.001465,-0.001129,3.05e-05
-0.001526,-0.001312,0.0001221
-0.001526,-0.001373,0.0001831
-0.001495,-0.001495,0.0002441
-0.001495,-0.001709,0.0002747
-0.001556,-0.001862,0.0002747
-0.001587,-0.002014,0.0003967
-0.001556,-0.002197,0.0003357
-0.001648,-0.002106,0.0003357
-0.001587,-0.002106,0.0003357
-0.001526,-0.002075,0.0003052
-0.001648,-0.002045,0.0003357
-0.001617,-0.002167,0.0003052
-0.001709,-0.002136,0.0002441
-0.001648,-0.002167,0.0002136
-0.00177,-0.002197,0.0002136
-0.001648,-0.002167,0.0002747
-0.001617,-0.002075,0.0003052
-0.001617,-0.002075,0.0001831
-0.001495,-0.002045,0.0002441
-0.001556,-0.001923,0.0001831
-0.001465,-0.001984,0.0002136
-0.001495,-0.002106,0.0001526
-0.001404,-0.002228,0.0001526
-0.001465,-0.002289,0.0001526
-0.001343,-0.002472,0.0002747
-0.001343,-0.002533,0.0002747
-0.001343,-0.002533,0.0004272
-0.001221,-0.002502,0.0004883
-0.001282,-0.002502,0.00058
-0.001343,-0.002472,0.0007324
-0.001495,-0.00241,0.0008545
-0.001434,-0.00235,0.0009155
-0.001465,-0.00238,0.001038
-0.001556,-0.00238,0.001129
-0.001343,-0.00238,0.00119
-0.001312,-0.00232,0.001282
-0.001221,-0.002228,0.001312
-0.00116,-0.002228,0.001343
-0.00116,-0.002167,0.001343
-0.001099,-0.002197,0.001312
-0.001007,-0.002228,0.001251
-0.000885,-0.002258,0.00116
-0.000946,-0.00232,0.001099
-0.0007935,-0.00238,0.001068
-0.0005493,-0.00238,0.000977
-0.0003967,-0.002258,0.0009155
-0.0004272,-0.002197,0.000977
-0.0003662,-0.002075,0.000946
-0.0003052,-0.001984,0.000885
-0.0003052,-0.001862,0.0007935
-0.0002441,-0.001678,0.0007324
-0.0002747,-0.001617,0.000702
-0.0001831,-0.001404,0.000641
-0.0001221,-0.001282,0.000519
-0.0001221,-0.001129,0.0004883
-3.05e-05,-0.000946,0.000519
3.05e-05,-0.0006714,0.0004272
6.104e-05,-0.0004272,0.0003357
9.155e-05,-0.0002136,0.0003662
0.0,-0.0001221,0.0002441
9.155e-05,-6.104e-05,0.0001526
3.05e-05,3.05e-05,0.0001221
6.104e-05,3.05e-05,6.104e-05
0.0002441,0.0001526,0.0
0.0002747,0.0002441,3.05e-05
0.0003967,0.0003357,3.05e-05
0.0003357,0.0004272,3.05e-05
0.0003357,0.0005493,6.104e-05
0.0003357,0.0006104,3.05e-05
0.0003357,0.000702,3.05e-05
0.0003052,0.000824,0.0
0.0003357,0.000885,-6.104e-05
0.0003052,0.000946,-9.155e-05
0.0003967,0.0009155,-0.0001221
0.0004272,0.000885,-0.0001831
0.0004883,0.0009155,-0.0002136
0.00058,0.000946,-0.0001831
0.0006104,0.001007,-0.0002747
0.000702,0.001099,-0.0003357
0.0005493,0.00119,-0.0004272
0.00058,0.001282,-0.0004883
0.000519,0.001404,-0.0006104
0.0004578,0.001495,-0.000702
0.000519,0.001495,-0.0008545
0.0005493,0.001495,-0.000885
0.0005493,0.001526,-0.001038
0.00058,0.001526,-0.001129
0.0006104,0.001617,-0.001251
0.000641,0.00177,-0.001251
0.000641,0.001801,-0.001282
0.000519,0.001953,-0.001434
0.0005493,0.002075,-0.001465
0.00058,0.002106,-0.001465
0.000519,0.002258,-0.001556
0.0005493,0.00232,-0.001556
0.0005493,0.00235,-0.001495
0.0006104,0.00238,-0.001495
0.0005493,0.002441,-0.001495
0.0005493,0.002472,-0.001404
0.0005493,0.002502,-0.001434
0.0004578,0.002472,-0.001312
0.0003967,0.002563,-0.001312
0.0004578,0.002533,-0.001373
0.0004272,0.002533,-0.001343
0.0003357,0.002594,-0.001343
0.0003967,0.002625,-0.001373
0.0004578,0.002686,-0.001404
0.0004272,0.002747,-0.001373
0.0004272,0.002747,-0.001373
0.0004883,0.002808,-0.001312
0.0004272,0.002869,-0.001373
0.0004883,0.002808,-0.001465
0.0005493,0.002838,-0.001434
